id,date,total,val
a,1985-02-04,1.0,-1.0
a,1985-02-04,1.0,-1.0
a,1985-02-04,1.0,-1.0
a,1985-02-04,1.0,-1.0
a,1985-02-04,1.0,-1.0
a,1985-02-04,1.0,-1.0
a,1985-02-04,1.0,-1.0
a,1985-02-04,1.0,-1.0
a,1985-02-04,1.0,-1.0
a,1985-02-04,1.0,-1.0
a,1985-02-04,1.0,-1.0
a,1985-02-04,1.0,-1.0
a,1985-02-04,1.0,-1.0
a,1985-02-04,1.0,-1.0
a,1985-02-04,1.0,-1.0
a,1985-02-04,1.0,-1.0
a,1985-02-04,1.0,-1.0
a,1985-02-04,1.0,-1.0
a,1985-02-04,1.0,-1.0
a,1985-02-04,1.0,-1.0
a,1985-02-04,1.0,-1.0
a,1985-02-04,1.0,-1.0
a,1985-02-04,1.0,-1.0
a,1985-02-04,1.0,-1.0
a,1985-02-04,1.0,-1.0
a,1985-02-04,1.0,-1.0
b,1985-02-04,1.0,-1.0
