id,date,total,val
a,1985-02-04,1.0132507386844096,995464.1689478585
a,1985-02-05,0.9961243621984737,1001990.0306221332
a,1985-02-06,1.0024321629799349,1019075.3590990342
a,1985-02-07,1.0046044143731303,1009379.2753858732
a,1985-02-08,1.0001433554953865,1031029.5351518474
a,1985-02-09,1.0244399547026577,1011251.7947546132
a,1985-02-10,0.9987146420884958,986163.8086523042
a,1985-02-11,0.9814008245794837,1008007.9017701298
a,1985-02-12,0.9941825060192286,999049.1112412954
a,1985-02-13,1.0041880881492773,998747.124126664
b,1985-02-04,0.9936481435789011,987606.1557479864
b,1985-02-05,1.002892792745245,1000888.2103829745
b,1985-02-06,1.0089297384687521,1000342.4839511028
b,1985-02-07,0.9989334396232215,991986.4712767485
b,1985-02-08,0.9830549743888637,990656.0133704523
b,1985-02-09,1.0005484345335818,998686.4551411173
b,1985-02-10,1.0111690208323736,1016014.2061172369
b,1985-02-11,1.0135108491092297,1013996.293118397
b,1985-02-12,0.9879135693467878,1004003.2889965535
b,1985-02-13,0.9877602640436046,1009019.2115391549
c,1985-02-04,1.0106810716567787,1013855.3670989303
c,1985-02-05,0.9942673875875161,980035.466648803
c,1985-02-06,1.000335919424555,1024897.250401236
c,1985-02-07,1.0201341745328372,999316.0407262429
c,1985-02-08,1.0111717471508583,982036.7319398709
c,1985-02-09,0.9885561011697909,996552.6627280801
c,1985-02-10,1.0142641213667631,990136.9937212107
c,1985-02-11,1.023065786220811,1019174.2239215218
c,1985-02-12,0.9944712052105805,989692.3622620351
c,1985-02-13,0.9857364573602169,1007017.014778909
d,1985-02-04,0.9910808948582438,996282.8812022458
d,1985-02-05,1.0193418763069928,1008647.1978060277
d,1985-02-06,1.0023169963449263,1015277.847214197
d,1985-02-07,0.9882333262831897,1045349.1142092258
d,1985-02-08,0.9963441209657865,1005005.3212080348
d,1985-02-09,1.0039686448054568,996557.499882788
d,1985-02-10,0.9966091899595406,1012723.7758261542
d,1985-02-11,1.0000437301687344,1004259.6782439708
d,1985-02-12,1.0041663279667927,993486.3063664086
d,1985-02-13,0.975059416651679,1000968.621864678
e,1985-02-04,0.9955464748694329,988831.102740318
e,1985-02-05,1.0067552318356878,991662.7861476953
e,1985-02-06,0.9770889215796577,1023884.2728673061
e,1985-02-07,1.0137694700010689,1009616.5973700628
e,1985-02-08,0.9949516595709359,991626.2508685875
e,1985-02-09,0.995410638024555,1015416.9332884547
e,1985-02-10,1.0141455902713916,1017614.0100913787
e,1985-02-11,0.9753460541730462,1010678.0625842755
e,1985-02-12,1.0084173498770697,989123.0338992113
e,1985-02-13,1.0138124638678412,991528.3467541361
f,1985-02-04,1.0029218953795571,991471.3979723211
f,1985-02-05,1.0109367937370772,990885.0277598125
f,1985-02-06,1.0100096125730371,1004387.2350709976
f,1985-02-07,1.0107103874989352,989405.6256765126
f,1985-02-08,0.9950602889935838,969861.581993396
f,1985-02-09,1.0085219007686443,993163.400529802
f,1985-02-10,0.987276672132951,1024504.8638657049
f,1985-02-11,1.0023362651882926,982781.8367176065
f,1985-02-12,0.9878281101434294,978610.8470323997
f,1985-02-13,1.0062450874955609,992953.5901570574
g,1985-02-04,1.0164606917347228,996893.963867268
g,1985-02-05,0.9966478349435027,990645.0574916144
g,1985-02-06,1.0154742750500882,993139.319306369
g,1985-02-07,1.0171887257063439,981216.5658657701
g,1985-02-08,0.9941806359036923,995426.2167701029
g,1985-02-09,0.9965138438337996,978588.8844441737
g,1985-02-10,1.014910516304028,983457.9032586258
g,1985-02-11,1.0126233662171022,1019492.8884389517
g,1985-02-12,0.9963950871662841,981806.5610552516
g,1985-02-13,0.9981065259467704,1001607.6785336124
h,1985-02-04,1.0306559304345657,989186.734159351
h,1985-02-05,0.9834451768007124,978856.4808370643
h,1985-02-06,1.0085592120997042,1001719.4019413815
h,1985-02-07,1.0020606649626607,1008186.4520914385
h,1985-02-08,0.9858497777668502,989824.050357427
h,1985-02-09,0.9843084985010468,1016335.9190397761
h,1985-02-10,0.999246606991955,1003375.7662472323
h,1985-02-11,0.9845282130169427,982525.9194065919
h,1985-02-12,0.9972600356163809,1006941.0515369517
h,1985-02-13,0.9915165863676028,1032132.8835872369
i,1985-02-04,0.9950189195920661,1011566.5705664097
i,1985-02-05,0.9776413780882819,991986.6820715477
i,1985-02-06,0.9900814845738868,1016899.1251758779
i,1985-02-07,1.0047617123841608,1008259.5895571437
i,1985-02-08,0.9963402557247676,1009784.2424916096
i,1985-02-09,0.9893877088383334,1011234.0104705895
i,1985-02-10,1.0120779934550996,994516.1953202146
i,1985-02-11,0.9863821886895046,1016420.4660759101
i,1985-02-12,0.9901954812981766,980683.8927559712
i,1985-02-13,0.9857780035231614,995854.0161362573
j,1985-02-04,1.008631333078098,994159.1708638982
j,1985-02-05,0.9974679568555369,1007030.1464643794
j,1985-02-06,1.0174612974065966,981609.4184195009
j,1985-02-07,1.0194634007021228,1010729.371522619
j,1985-02-08,1.017486073137094,1011644.1964188807
j,1985-02-09,1.0032020158615005,1000070.3582067598
j,1985-02-10,1.0158692639228857,987682.3713940831
j,1985-02-11,1.0298689744256808,1012126.3301616365
j,1985-02-12,0.9842873314858165,1027422.0145603706
j,1985-02-13,0.9834538390453735,979579.6176539308
