id,date,total,val
a,1985-02-04,1.006603565801557,997.7295069044809
a,1985-02-05,0.9980602998809609,1000.9945207752803
a,1985-02-06,1.0012153429607114,1009.4926245887259
a,1985-02-07,1.0022995631911302,1004.678692610664
a,1985-02-08,1.0000716751790275,1015.3962453898712
a,1985-02-09,1.012146212116934,1005.6101604272966
a,1985-02-10,0.9993571143932962,993.057807306455
a,1985-02-11,0.9906567642627206,1003.9959670088969
a,1985-02-12,0.997087010254987,999.5244425432003
a,1985-02-13,1.0020918561435759,999.3733657280766
b,1985-02-04,0.9968190124485493,993.7837570356976
b,1985-02-05,1.0014453518516349,1000.4440066205477
b,1985-02-06,1.004454945962611,1000.1712273161545
b,1985-02-07,0.9994665775418513,995.9851762334359
b,1985-02-08,0.991491288105379,995.3170416357053
b,1985-02-09,1.0002741796795425,999.3430117537808
b,1985-02-10,1.0055690035161056,1007.9753003507759
b,1985-02-11,1.006732759529176,1006.9738294108726
b,1985-02-12,0.9939384132564693,1001.9996452077983
b,1985-02-13,0.9938612901424447,1004.499483095514
c,1985-02-04,1.0053263508218506,1006.9038519634981
c,1985-02-05,0.9971295741213958,989.9674068618638
c,1985-02-06,1.0001679456094137,1012.3720908841946
c,1985-02-07,1.0100169179438714,999.6579618680796
c,1985-02-08,1.0055703591250382,990.9776647028282
c,1985-02-09,0.9942615858866272,998.2748432811878
c,1985-02-10,1.0071068073281817,995.056276660376
c,1985-02-11,1.011467145398609,1009.5415909815315
c,1985-02-12,0.997231771059557,994.8328313149075
c,1985-02-13,0.9928426145972064,1003.5023740773656
d,1985-02-04,0.9955304590308846,998.1397102621686
d,1985-02-05,1.00962462148414,1004.3142923437999
d,1985-02-06,1.001157827889752,1007.6099678021238
d,1985-02-07,0.9940992537383728,1022.4231580951332
d,1985-02-08,0.9981703867405537,1002.499536762005
d,1985-02-09,1.001982357532036,998.2772660352374
d,1985-02-10,0.9983031553388683,1006.3417788336893
d,1985-02-11,1.0000218648453314,1002.1275758325238
d,1985-02-12,1.00208099870559,996.7378323141992
d,1985-02-13,0.9874509692393233,1000.4841937105643
e,1985-02-04,0.9977707526628714,994.399870645767
e,1985-02-05,1.003371930958649,995.822668022623
e,1985-02-06,0.9884780835100279,1011.8716681809537
e,1985-02-07,1.006861196988477,1004.7967940683643
e,1985-02-08,0.9974726360010764,995.8043235839999
e,1985-02-09,0.9977026801730839,1007.6789832523325
e,1985-02-10,1.0070479582777534,1008.7685612128179
e,1985-02-11,0.9875960987028282,1005.3248542557154
e,1985-02-12,1.0041998555452345,994.546647422438
e,1985-02-13,1.0068825472059,995.7551640609935
f,1985-02-04,1.0014598820619611,995.7265678750975
f,1985-02-05,1.0054535263934765,995.4320809376261
f,1985-02-06,1.0049923445345428,1002.1912168199228
f,1985-02-07,1.0053409309776138,994.6887079265114
f,1985-02-08,0.9975270868470609,984.8155065764329
f,1985-02-09,1.0042519110107007,996.575837821589
f,1985-02-10,0.9936179709188794,1012.178276720907
f,1985-02-11,1.001167451123084,991.3535377036825
f,1985-02-12,0.9938954221362675,989.247616642264
f,1985-02-13,1.0031176837717302,996.470566628567
g,1985-02-04,1.0081967524916566,998.4457741245981
g,1985-02-05,0.9983225104862169,995.3115379074104
g,1985-02-06,1.0077074352460085,996.5637557659666
g,1985-02-07,1.0085577453504306,990.5637616356506
g,1985-02-08,0.9970860724650066,997.7104874511958
g,1985-02-09,0.9982554001024986,989.2365159273962
g,1985-02-10,1.0074276729889982,991.6944606372599
g,1985-02-11,1.006291889173863,1009.6994049908873
g,1985-02-12,0.9981959162240066,990.8615246618731
g,1985-02-13,0.9990528143930982,1000.8035164474655
h,1985-02-04,1.0152122588082582,994.5786716792951
h,1985-02-05,0.9916880440948718,989.3717606830429
h,1985-02-06,1.0042704875180313,1000.8593317451666
h,1985-02-07,1.0010298022350088,1004.0848829115188
h,1985-02-08,0.992899681622897,994.8990151555217
h,1985-02-09,0.9921232274778405,1008.1348714531088
h,1985-02-10,0.9996232325191101,1001.6864610481827
h,1985-02-11,0.9922339507479789,991.2244546048044
h,1985-02-12,0.9986290780947553,1003.4645243041488
h,1985-02-13,0.995749258783356,1015.9394094074887
i,1985-02-04,0.9975063506524989,1005.7666581103242
i,1985-02-05,0.9887574920516566,995.9852820556877
i,1985-02-06,0.995028383803139,1008.4141635141178
i,1985-02-07,1.0023780286818744,1004.121302212608
i,1985-02-08,0.998168450575737,1004.8802130063114
i,1985-02-09,0.9946797016318034,1005.6013178544415
i,1985-02-10,1.0060208712820522,997.254328303575
i,1985-02-11,0.9931677545558477,1008.176802984432
i,1985-02-12,0.9950856653063477,990.29485142354
i,1985-02-13,0.9928635372110114,997.924854954649
j,1985-02-04,1.0043063940243027,997.0753085218279
j,1985-02-05,0.9987331760062529,1003.5089169829929
j,1985-02-06,1.0086928657458605,990.7620392503444
j,1985-02-07,1.009684802649878,1005.3503725182674
j,1985-02-08,1.0087051467783308,1005.8052477586706
j,1985-02-09,1.0015997283653288,1000.035178484617
j,1985-02-10,1.0079034000949127,993.8221024882084
j,1985-02-11,1.0148246027889158,1006.044894704822
j,1985-02-12,0.9921125598871413,1013.6182785251905
j,1985-02-13,0.9916924115094223,989.7371457381656
